iter	MultiClass
0	0.7443174435
1	0.5644061534
2	0.4476947112
3	0.3614409755
4	0.297899628
5	0.2507888408
6	0.2190943906
7	0.1930502965
8	0.1690677458
9	0.1517713092
10	0.142041518
11	0.1299187185
12	0.1220572837
13	0.1156316171
14	0.1076986087
15	0.1021134342
16	0.09854824883
17	0.09452967698
18	0.09010988651
19	0.08574363176
20	0.08291584265
21	0.08153833221
22	0.07887069702
23	0.07658355421
24	0.07507618242
25	0.07366885339
26	0.07250352541
27	0.07135333752
28	0.06991945391
29	0.06903750449
30	0.06782506172
31	0.06773890203
32	0.0670923254
33	0.06596790654
34	0.06532485564
35	0.06478696307
36	0.06357323865
37	0.06287333464
38	0.0623357717
39	0.0611883657
40	0.06041335797
41	0.05975372937
42	0.05934599227
43	0.05833212561
44	0.05769624079
45	0.05713004313
46	0.05661147442
47	0.05623539392
48	0.05588646366
49	0.05556825438
50	0.05500305248
51	0.05450268019
52	0.05381721413
53	0.0530375607
54	0.05262372866
55	0.05217640656
56	0.05159774977
57	0.0510747054
58	0.050864429
59	0.05034787744
60	0.05005617366
61	0.04976384907
62	0.04943738702
63	0.04916413438
64	0.04855579344
65	0.04828716095
66	0.0481725353
67	0.04765765551
68	0.04720014359
69	0.04684645753
70	0.04651001926
71	0.04576874634
72	0.04552727559
73	0.04521023209
74	0.0447842969
75	0.04447012755
76	0.04409711232
77	0.0436069313
78	0.04339278224
79	0.04290914804
80	0.04271123832
81	0.04229530253
82	0.04204510123
83	0.0417226501
84	0.04132344448
85	0.04093153941
86	0.04053974903
87	0.04029620957
88	0.04007414457
89	0.03992786504
90	0.03967070863
91	0.0393574867
92	0.03890443805
93	0.03841801839
94	0.03800986057
95	0.03777295069
96	0.03752383353
97	0.03730736944
98	0.0370724433
99	0.03690802863
100	0.03661583456
101	0.03639435749
102	0.03608291921
103	0.03581150675
104	0.03548793121
105	0.03522301222
106	0.03505530322
107	0.03481858235
108	0.03466797498
109	0.03460954293
110	0.0343139896
111	0.03419468963
112	0.03393696666
113	0.03384118025
114	0.03373390862
115	0.03366396931
116	0.03348321126
117	0.0332391116
118	0.03309266286
119	0.03296332657
120	0.03281234197
121	0.0327069391
122	0.03242159786
123	0.03200235719
124	0.03175905953
125	0.03149954065
126	0.03133223357
127	0.03089614049
128	0.03080636895
129	0.03051415413
130	0.03038149376
131	0.03023520015
132	0.03011902372
133	0.02986623819
134	0.02978535318
135	0.02959475352
136	0.02949748329
137	0.02925167729
138	0.02900492944
139	0.02877547751
140	0.02861046463
141	0.02844077553
142	0.02828340044
143	0.02816294304
144	0.02806370864
145	0.02791316442
146	0.02778002563
147	0.02772679289
148	0.0274174715
149	0.02735421145
150	0.02727485696
151	0.02719629776
152	0.02712703974
153	0.02702375487
154	0.02684163209
155	0.02670177439
156	0.02652947977
157	0.02643317521
158	0.02631002505
159	0.02612130866
160	0.02593847027
161	0.0256500139
162	0.02552911366
163	0.02531719389
164	0.02516845834
165	0.02498894654
166	0.02492222395
167	0.02481362641
168	0.02470297355
169	0.02457042761
170	0.02438150797
171	0.02432030267
172	0.02422250049
173	0.02411698383
174	0.02407076788
175	0.02398950791
176	0.02387715531
177	0.02376156472
178	0.02353893935
179	0.02345347623
180	0.02325164933
181	0.02318048928
182	0.0230699021
183	0.02292320886
184	0.02280840816
185	0.02268229354
186	0.02260912688
187	0.02244253797
188	0.02229850046
189	0.02220051859
190	0.02210256724
191	0.02195956297
192	0.02184904356
193	0.0217620978
194	0.02165158867
195	0.0214154452
196	0.02131661879
197	0.02120519723
198	0.02106909255
199	0.02102178816
200	0.02091331269
201	0.02080297981
202	0.02060009181
203	0.020459214
204	0.02041763083
205	0.0203382529
206	0.02020406382
207	0.02012093003
208	0.0200591553
209	0.0199831868
210	0.01978855238
211	0.01969483401
212	0.01955770171
213	0.01947488313
214	0.01938341887
215	0.01930535367
216	0.01916396803
217	0.01906455653
218	0.01900397042
219	0.01891142245
220	0.01883402833
221	0.01879880197
222	0.01875113263
223	0.01860730051
224	0.01854280055
225	0.01845811973
226	0.01836821975
227	0.01832319538
228	0.01826517249
229	0.01820606819
230	0.01814620965
231	0.01810969608
232	0.0179729625
233	0.01790467818
234	0.01778072662
235	0.01773420967
236	0.01768896482
237	0.0176764162
238	0.01762863545
239	0.01753945475
240	0.01747071542
241	0.0173678225
242	0.0173229599
243	0.01729088171
244	0.01720398007
245	0.01715895315
246	0.01710635216
247	0.01698909428
248	0.01691960054
249	0.01686447643
250	0.0168049011
251	0.01676341885
252	0.01671071696
253	0.01666785476
254	0.01663631648
255	0.01660174285
256	0.01656573743
257	0.0165130208
258	0.01648324485
259	0.01635414741
260	0.01628305821
261	0.01623645524
262	0.01620108455
263	0.01614300017
264	0.01610256161
265	0.01607335081
266	0.0160386658
267	0.0159955305
268	0.01586785358
269	0.01581498866
270	0.01578046887
271	0.0157334045
272	0.01567122004
273	0.01562766454
274	0.01558237538
275	0.01552947492
276	0.01549154007
277	0.01542518952
278	0.01536299999
279	0.0153374817
280	0.01523996329
281	0.01510045294
282	0.01505237227
283	0.01501367383
284	0.0148333141
285	0.01478805296
286	0.01471882926
287	0.01468906456
288	0.01464956536
289	0.01460857668
290	0.01455358339
291	0.01451453635
292	0.01445937965
293	0.01439541809
294	0.01435277697
295	0.01428691713
296	0.01426862484
297	0.01420421412
298	0.01411926499
299	0.01408251688
